ReturnID,OrderDetailID,OrderID,UserID,ProductID,Name,CategoryName,SubcategoryName,OrderDate,ReturnDate,ReturnedQuantity,UnitPrice,ReturnAmount,ReturnReason,ReturnStatus,SimulatedBonusData
RET004702,OD064118,ORD021495,USR03933,796,Classic Camping Gear,Sports & Outdoors,Camping Gear,2021-09-01,2021-09-21,1,181.0,181.0,Wrong size or fit,Refunded,True
RET004703,OD064328,ORD021567,USR03945,356,Compact Haircare Products,Health & Beauty,Haircare Products,2021-07-19,2021-08-07,3,146.0,438.0,Wrong size or fit,Refunded,True
RET004704,OD064351,ORD021575,USR03946,11,Pro Activewear,Fashion & Apparel,Activewear,2021-06-01,2021-06-17,1,163.99,163.99,Damaged item,Refunded,True
RET004705,OD064509,ORD021633,USR03956,537,Premium Men's Grooming,Health & Beauty,Men's Grooming,2021-03-20,2021-04-01,2,90.99,181.98,Wrong size or fit,Refunded,True
RET004706,OD064569,ORD021652,USR03959,471,Ultra Men's Grooming,Health & Beauty,Men's Grooming,2021-07-28,2021-08-17,1,93.99,93.99,Wrong size or fit,Refunded,True
RET004707,OD064570,ORD021652,USR03959,523,Pro Oral Care,Health & Beauty,Oral Care,2021-07-28,2021-08-15,2,74.79,149.58,Changed mind,Refunded,True
RET004708,OD064623,ORD021667,USR03962,757,Compact Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,2021-01-18,2021-02-07,3,175.79,527.37,Changed mind,Refunded,True
RET004709,OD064776,ORD021722,USR03973,787,Eco Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,2021-10-28,2021-10-31,1,66.0,66.0,Product did not meet expectations,Refunded,True
RET004710,OD065164,ORD021846,USR03998,365,Deluxe Men's Grooming,Health & Beauty,Men's Grooming,2021-03-05,2021-03-20,3,165.0,495.0,Wrong size or fit,Refunded,True
RET004711,OD065278,ORD021883,USR04004,41,Advanced Accessories,Fashion & Apparel,Accessories,2021-01-07,2021-01-13,5,112.79,563.95,Product did not meet expectations,Refunded,True
RET004712,OD065289,ORD021888,USR04006,112,Classic Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2021-04-01,2021-04-15,2,86.49,172.98,Product did not meet expectations,Refunded,True
RET004713,OD065348,ORD021906,USR04009,291,Pro Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2021-09-10,2021-09-29,1,105.79,105.79,Damaged item,Refunded,True
RET004714,OD065411,ORD021928,USR04013,681,Classic Kitchenware,Home & Living,Kitchenware,2021-09-19,2021-09-27,4,139.49,557.96,Damaged item,Refunded,True
RET004715,OD065444,ORD021939,USR04017,613,Portable Oral Care,Health & Beauty,Oral Care,2021-06-22,2021-07-07,2,104.99,209.98,Product did not meet expectations,Refunded,True
RET004716,OD065460,ORD021949,USR04019,248,Ultra Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2021-07-24,2021-08-22,1,159.0,159.0,Product did not meet expectations,Refunded,True
RET004717,OD065476,ORD021954,USR04019,172,Compact Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2021-07-13,2021-07-25,2,126.79,253.58,Damaged item,Refunded,True
RET004718,OD065579,ORD021990,USR04027,661,Deluxe Fragrances,Health & Beauty,Fragrances,2021-10-19,2021-10-23,5,22.99,114.95,Wrong size or fit,Refunded,True
RET004719,OD065698,ORD022027,USR04035,279,Portable Swimwear,Fashion & Apparel,Swimwear,2021-04-17,2021-04-21,2,109.0,218.0,Changed mind,Refunded,True
RET004720,OD065747,ORD022042,USR04037,597,Deluxe Nail Care,Health & Beauty,Nail Care,2021-06-07,2021-06-22,2,112.49,224.98,Incorrect item received,Refunded,True
RET004721,OD065792,ORD022058,USR04042,270,Portable Accessories,Fashion & Apparel,Accessories,2021-01-31,2021-02-28,1,123.99,123.99,Wrong size or fit,Refunded,True
RET004722,OD065920,ORD022103,USR04052,58,Pro Activewear,Fashion & Apparel,Activewear,2021-03-09,2021-03-24,1,72.79,72.79,Damaged item,Refunded,True
RET004723,OD065957,ORD022113,USR04054,181,Compact Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2021-06-15,2021-06-21,3,60.0,180.0,Changed mind,Refunded,True
RET004724,OD066024,ORD022137,USR04056,41,Advanced Accessories,Fashion & Apparel,Accessories,2021-09-29,2021-10-22,5,112.79,563.95,Changed mind,Refunded,True
RET004725,OD066101,ORD022160,USR04060,520,Classic Makeup & Cosmetics,Health & Beauty,Makeup & Cosmetics,2021-11-25,2021-12-03,1,58.79,58.79,Changed mind,Refunded,True
RET004726,OD066231,ORD022201,USR04069,178,Premium Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2021-10-16,2021-11-07,3,114.49,343.47,Product did not meet expectations,Refunded,True
RET004727,OD066364,ORD022241,USR04076,207,Ultra Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2021-07-22,2021-08-08,3,63.99,191.97,Product did not meet expectations,Refunded,True
RET004728,OD066373,ORD022244,USR04077,673,Portable Planters & Gardening,Home & Living,Planters & Gardening,2021-09-17,2021-10-13,1,188.49,188.49,Incorrect item received,Refunded,True
RET004729,OD066504,ORD022293,USR04085,342,Classic Nail Care,Health & Beauty,Nail Care,2021-06-01,2021-06-05,5,157.0,785.0,Product did not meet expectations,Refunded,True
RET004730,OD066542,ORD022306,USR04086,597,Deluxe Nail Care,Health & Beauty,Nail Care,2021-10-27,2021-11-04,3,112.49,337.47,Incorrect item received,Refunded,True
RET004731,OD066756,ORD022377,USR04100,598,Ultra Men's Grooming,Health & Beauty,Men's Grooming,2021-07-15,2021-08-06,3,96.99,290.97,Changed mind,Refunded,True
RET004732,OD066764,ORD022382,USR04101,791,Compact Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,2021-10-02,2021-10-08,7,153.49,1074.43,Damaged item,Refunded,True
RET004733,OD066819,ORD022402,USR04104,81,Portable Formal Wear,Fashion & Apparel,Formal Wear,2021-05-22,2021-06-06,2,121.79,243.58,Changed mind,Refunded,True
RET004734,OD066879,ORD022422,USR04111,45,Ultra Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2021-05-03,2021-05-11,2,82.99,165.98,Product did not meet expectations,Refunded,True
RET004735,OD066881,ORD022422,USR04111,47,Pro Swimwear,Fashion & Apparel,Swimwear,2021-05-03,2021-06-01,4,89.99,359.96,Changed mind,Refunded,True
RET004736,OD066883,ORD022423,USR04111,277,Deluxe T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2021-04-08,2021-04-16,4,74.0,296.0,Wrong size or fit,Refunded,True
RET004737,OD066999,ORD022459,USR04120,540,Portable Beauty Tools & Brushes,Health & Beauty,Beauty Tools & Brushes,2021-09-21,2021-10-11,2,27.0,54.0,Changed mind,Refunded,True
RET004738,OD067048,ORD022478,USR04124,8,Deluxe Activewear,Fashion & Apparel,Activewear,2021-11-26,2021-11-30,5,49.79,248.95,Wrong size or fit,Refunded,True
RET004739,OD067156,ORD022511,USR04131,547,Portable Haircare Products,Health & Beauty,Haircare Products,2021-11-20,2021-12-14,1,44.79,44.79,Changed mind,Refunded,True
RET004740,OD067175,ORD022516,USR04131,428,Portable Bath & Body Products,Health & Beauty,Bath & Body Products,2021-09-13,2021-10-03,1,94.0,94.0,Product did not meet expectations,Refunded,True
RET004741,OD067383,ORD022587,USR04147,51,Ultra Swimwear,Fashion & Apparel,Swimwear,2021-09-25,2021-10-02,1,119.49,119.49,Changed mind,Refunded,True
RET004742,OD067384,ORD022587,USR04147,785,Premium Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,2021-09-25,2021-10-17,4,98.79,395.16,Changed mind,Refunded,True
RET004743,OD067515,ORD022631,USR04155,178,Premium Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2021-02-10,2021-03-04,1,114.49,114.49,Incorrect item received,Refunded,True
RET004744,OD067530,ORD022635,USR04156,399,Classic Oral Care,Health & Beauty,Oral Care,2021-10-20,2021-11-11,1,154.49,154.49,Product did not meet expectations,Refunded,True
RET004745,OD067546,ORD022640,USR04157,471,Ultra Men's Grooming,Health & Beauty,Men's Grooming,2021-03-29,2021-04-18,3,93.99,281.97,Damaged item,Refunded,True
RET004746,OD067656,ORD022680,USR04164,119,Eco Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2021-12-10,2022-01-03,3,79.79,239.37,Incorrect item received,Refunded,True
RET004747,OD067821,ORD022738,USR04174,415,Deluxe Fragrances,Health & Beauty,Fragrances,2021-06-21,2021-07-15,1,65.99,65.99,Damaged item,Refunded,True
RET004748,OD067827,ORD022740,USR04176,681,Classic Kitchenware,Home & Living,Kitchenware,2021-02-18,2021-03-20,2,139.49,278.98,Product did not meet expectations,Refunded,True
RET004749,OD068028,ORD022803,USR04189,278,Compact T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2021-09-27,2021-10-26,1,11.79,11.79,Product did not meet expectations,Refunded,True
RET004750,OD068030,ORD022803,USR04189,196,Premium Formal Wear,Fashion & Apparel,Formal Wear,2021-09-27,2021-10-06,4,143.99,575.96,Wrong size or fit,Refunded,True
RET004751,OD068143,ORD022842,USR04197,657,Ultra Oral Care,Health & Beauty,Oral Care,2021-01-11,2021-01-28,2,182.79,365.58,Changed mind,Refunded,True
RET004752,OD068231,ORD022874,USR04201,285,Ultra Formal Wear,Fashion & Apparel,Formal Wear,2021-08-03,2021-08-07,3,25.79,77.37,Product did not meet expectations,Refunded,True
RET004753,OD068357,ORD022914,USR04211,717,Advanced Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,2021-09-04,2021-09-16,1,171.99,171.99,Wrong size or fit,Refunded,True
RET004754,OD068563,ORD022977,USR04222,768,Ultra Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,2021-11-20,2021-12-11,1,180.99,180.99,Wrong size or fit,Refunded,True
RET004755,OD068639,ORD023003,USR04226,339,Deluxe Makeup & Cosmetics,Health & Beauty,Makeup & Cosmetics,2021-11-30,2021-12-07,1,84.49,84.49,Wrong size or fit,Refunded,True
RET004756,OD068640,ORD023003,USR04226,117,Compact Swimwear,Fashion & Apparel,Swimwear,2021-11-30,2021-12-22,3,94.79,284.37,Wrong size or fit,Refunded,True
RET004757,OD068704,ORD023027,USR04231,508,Portable Wellness Supplements,Health & Beauty,Wellness Supplements,2021-05-19,2021-05-24,3,98.49,295.47,Wrong size or fit,Refunded,True
RET004758,OD068731,ORD023035,USR04231,292,Portable Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2021-09-01,2021-09-08,1,80.0,80.0,Product did not meet expectations,Refunded,True
RET004759,OD068733,ORD023035,USR04231,706,Compact Storage Solutions,Home & Living,Storage Solutions,2021-09-01,2021-09-15,2,39.49,78.98,Wrong size or fit,Refunded,True
RET004760,OD068780,ORD023052,USR04236,696,Classic Bedding & Linens,Home & Living,Bedding & Linens,2021-05-30,2021-06-09,2,11.99,23.98,Changed mind,Refunded,True
RET004761,OD068957,ORD023112,USR04249,724,Classic Travel Accessories,Sports & Outdoors,Travel Accessories,2021-05-29,2021-06-09,1,38.79,38.79,Changed mind,Refunded,True
RET004762,OD069028,ORD023134,USR04253,146,Ultra Outerwear,Fashion & Apparel,Outerwear,2021-06-01,2021-06-17,2,50.99,101.98,Damaged item,Refunded,True
RET004763,OD069185,ORD023189,USR04261,778,Premium Travel Accessories,Sports & Outdoors,Travel Accessories,2021-02-23,2021-03-18,2,185.49,370.98,Changed mind,Refunded,True
RET004764,OD069264,ORD023221,USR04268,303,Premium Activewear,Fashion & Apparel,Activewear,2021-11-17,2021-12-15,3,188.79,566.37,Changed mind,Refunded,True
RET004765,OD069319,ORD023239,USR04271,699,Compact Home Fragrances,Home & Living,Home Fragrances,2021-11-29,2021-12-08,1,79.49,79.49,Changed mind,Refunded,True
RET004766,OD069374,ORD023259,USR04273,341,Advanced Beauty Tools & Brushes,Health & Beauty,Beauty Tools & Brushes,2021-08-16,2021-09-10,2,66.79,133.58,Product did not meet expectations,Refunded,True
RET004767,OD069528,ORD023313,USR04284,522,Portable Haircare Products,Health & Beauty,Haircare Products,2021-12-02,2021-12-21,6,80.0,480.0,Damaged item,Refunded,True
RET004768,OD069549,ORD023320,USR04285,612,Deluxe Wellness Supplements,Health & Beauty,Wellness Supplements,2021-02-22,2021-03-24,4,147.99,591.96,Changed mind,Refunded,True
RET004769,OD069570,ORD023327,USR04287,437,Eco Nail Care,Health & Beauty,Nail Care,2021-07-11,2021-08-01,1,93.79,93.79,Wrong size or fit,Refunded,True
RET004770,OD069617,ORD023343,USR04289,322,Portable Virtual Reality Gear,Technology & Gadgets,Virtual Reality Gear,2021-04-30,2021-05-12,6,178.0,1068.0,Changed mind,Refunded,True
RET004771,OD069730,ORD023379,USR04297,168,Classic Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2021-06-18,2021-06-28,2,73.0,146.0,Product did not meet expectations,Refunded,True
RET004772,OD069870,ORD023426,USR04305,260,Deluxe T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2021-07-10,2021-07-29,1,75.99,75.99,Incorrect item received,Refunded,True
RET004773,OD069894,ORD023432,USR04307,558,Portable Bath & Body Products,Health & Beauty,Bath & Body Products,2021-12-24,2022-01-02,4,154.79,619.16,Product did not meet expectations,Refunded,True
RET004774,OD070036,ORD023481,USR04314,618,Classic Fragrances,Health & Beauty,Fragrances,2021-01-01,2021-01-16,1,157.99,157.99,Changed mind,Refunded,True
RET004775,OD070114,ORD023510,USR04318,575,Compact Bath & Body Products,Health & Beauty,Bath & Body Products,2021-12-04,2021-12-22,2,191.79,383.58,Changed mind,Refunded,True
RET004776,OD070148,ORD023521,USR04321,103,Compact Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2021-03-13,2021-03-25,3,162.79,488.37,Product did not meet expectations,Refunded,True
RET004777,OD070149,ORD023521,USR04321,771,Advanced Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,2021-03-13,2021-04-08,1,19.49,19.49,Incorrect item received,Refunded,True
RET004778,OD070380,ORD023594,USR04335,101,Portable Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2021-04-27,2021-05-05,3,18.0,54.0,Damaged item,Refunded,True
RET004779,OD070381,ORD023594,USR04335,173,Advanced Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2021-04-27,2021-05-09,2,162.99,325.98,Wrong size or fit,Refunded,True
RET004780,OD070392,ORD023598,USR04336,750,Portable Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,2021-05-28,2021-06-07,1,51.99,51.99,Changed mind,Refunded,True
RET004781,OD070642,ORD023684,USR04351,296,Ultra Formal Wear,Fashion & Apparel,Formal Wear,2021-12-30,2022-01-14,4,108.0,432.0,Product did not meet expectations,Refunded,True
RET004782,OD070736,ORD023718,USR04358,119,Eco Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2021-01-21,2021-02-02,3,79.79,239.37,Wrong size or fit,Refunded,True
RET004783,OD070758,ORD023727,USR04359,235,Portable Swimwear,Fashion & Apparel,Swimwear,2021-07-31,2021-08-05,1,148.79,148.79,Changed mind,Refunded,True
RET004784,OD070958,ORD023791,USR04368,58,Pro Activewear,Fashion & Apparel,Activewear,2021-03-21,2021-03-31,2,72.79,145.58,Product did not meet expectations,Refunded,True
RET004785,OD070977,ORD023797,USR04368,240,Premium Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2021-09-08,2021-10-05,1,150.79,150.79,Changed mind,Refunded,True
RET004786,OD070979,ORD023797,USR04368,177,Compact Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2021-09-08,2021-09-21,4,195.0,780.0,Wrong size or fit,Refunded,True
RET004787,OD071005,ORD023805,USR04370,61,Deluxe Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2021-09-16,2021-09-27,3,44.0,132.0,Damaged item,Refunded,True
RET004788,OD071095,ORD023837,USR04375,779,Compact Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,2021-06-22,2021-07-03,2,72.49,144.98,Product did not meet expectations,Refunded,True
RET004789,OD071382,ORD023938,USR04397,213,Deluxe Formal Wear,Fashion & Apparel,Formal Wear,2021-03-07,2021-04-02,7,162.0,1134.0,Product did not meet expectations,Refunded,True
RET004790,OD071384,ORD023940,USR04397,469,Premium Men's Grooming,Health & Beauty,Men's Grooming,2021-08-19,2021-08-23,1,127.99,127.99,Changed mind,Refunded,True
RET004791,OD071479,ORD023971,USR04401,701,Deluxe Home Office Supplies,Home & Living,Home Office Supplies,2021-05-08,2021-05-17,5,196.49,982.45,Damaged item,Refunded,True
RET004792,OD071480,ORD023972,USR04401,574,Classic Haircare Products,Health & Beauty,Haircare Products,2021-03-30,2021-04-26,1,67.0,67.0,Wrong size or fit,Refunded,True
RET004793,OD071536,ORD023991,USR04404,282,Ultra Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2021-05-21,2021-06-04,1,189.99,189.99,Incorrect item received,Refunded,True
RET004794,OD071620,ORD024019,USR04408,91,Pro T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2021-07-26,2021-08-22,1,97.0,97.0,Wrong size or fit,Refunded,True
RET004795,OD071747,ORD024064,USR04414,119,Eco Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2021-09-05,2021-09-26,4,79.79,319.16,Product did not meet expectations,Refunded,True
RET004796,OD071830,ORD024091,USR04420,179,Eco Outerwear,Fashion & Apparel,Outerwear,2021-02-07,2021-03-07,3,45.49,136.47,Product did not meet expectations,Refunded,True
RET004797,OD071848,ORD024097,USR04422,195,Classic Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2021-12-25,2021-12-29,3,57.49,172.47,Damaged item,Refunded,True
RET004798,OD071931,ORD024128,USR04426,203,Classic Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2021-07-04,2021-07-18,1,91.79,91.79,Changed mind,Refunded,True
RET004799,OD072028,ORD024157,USR04431,504,Advanced Makeup & Cosmetics,Health & Beauty,Makeup & Cosmetics,2021-06-03,2021-06-07,1,61.49,61.49,Incorrect item received,Refunded,True
RET004800,OD072143,ORD024196,USR04441,31,Advanced Swimwear,Fashion & Apparel,Swimwear,2021-06-02,2021-07-02,2,150.79,301.58,Wrong size or fit,Refunded,True
RET004801,OD072197,ORD024216,USR04446,86,Advanced Activewear,Fashion & Apparel,Activewear,2021-10-24,2021-11-16,3,60.79,182.37,Product did not meet expectations,Refunded,True
RET004802,OD072226,ORD024225,USR04448,678,Pro Kitchenware,Home & Living,Kitchenware,2021-08-21,2021-09-15,3,23.99,71.97,Product did not meet expectations,Refunded,True
RET004803,OD072361,ORD024273,USR04460,55,Ultra T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2021-06-02,2021-06-21,5,147.0,735.0,Damaged item,Refunded,True
RET004804,OD072371,ORD024276,USR04460,258,Portable T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2021-07-25,2021-08-07,1,110.49,110.49,Changed mind,Refunded,True
RET004805,OD072413,ORD024292,USR04464,38,Classic Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2021-06-08,2021-06-30,2,127.0,254.0,Product did not meet expectations,Refunded,True
RET004806,OD072508,ORD024320,USR04468,748,Pro Hiking & Trekking Gear,Sports & Outdoors,Hiking & Trekking Gear,2021-05-27,2021-06-22,1,27.49,27.49,Wrong size or fit,Refunded,True
RET004807,OD072596,ORD024351,USR04474,461,Compact Fragrances,Health & Beauty,Fragrances,2021-05-14,2021-06-02,2,11.79,23.58,Wrong size or fit,Refunded,True
RET004808,OD072688,ORD024381,USR04479,70,Compact Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2021-06-29,2021-07-11,2,76.49,152.98,Product did not meet expectations,Refunded,True
RET004809,OD072790,ORD024413,USR04485,110,Ultra Activewear,Fashion & Apparel,Activewear,2021-09-22,2021-10-03,1,43.49,43.49,Product did not meet expectations,Refunded,True
RET004810,OD072791,ORD024413,USR04485,169,Portable Outerwear,Fashion & Apparel,Outerwear,2021-09-22,2021-09-26,1,20.79,20.79,Product did not meet expectations,Refunded,True
RET004811,OD072816,ORD024423,USR04489,270,Portable Accessories,Fashion & Apparel,Accessories,2021-07-31,2021-08-12,1,123.99,123.99,Wrong size or fit,Refunded,True
RET004812,OD072875,ORD024443,USR04492,616,Pro Makeup & Cosmetics,Health & Beauty,Makeup & Cosmetics,2021-02-22,2021-03-04,3,125.0,375.0,Changed mind,Refunded,True
RET004813,OD072884,ORD024446,USR04493,129,Ultra Accessories,Fashion & Apparel,Accessories,2021-12-27,2022-01-08,5,136.79,683.95,Damaged item,Refunded,True
RET004814,OD072930,ORD024459,USR04495,142,Classic Formal Wear,Fashion & Apparel,Formal Wear,2021-10-11,2021-11-05,1,30.79,30.79,Product did not meet expectations,Refunded,True
RET004815,OD072942,ORD024462,USR04496,266,Pro Accessories,Fashion & Apparel,Accessories,2021-03-09,2021-04-01,2,185.0,370.0,Damaged item,Refunded,True
RET004816,OD072946,ORD024463,USR04497,595,Compact Haircare Products,Health & Beauty,Haircare Products,2021-09-06,2021-10-02,1,35.99,35.99,Damaged item,Refunded,True
RET004817,OD072961,ORD024468,USR04497,762,Classic Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,2021-05-19,2021-06-11,5,125.79,628.95,Changed mind,Refunded,True
RET004818,OD072999,ORD024482,USR04501,624,Pro Bath & Body Products,Health & Beauty,Bath & Body Products,2021-04-24,2021-05-24,1,69.99,69.99,Wrong size or fit,Refunded,True
RET004819,OD073140,ORD024534,USR04511,56,Ultra Outerwear,Fashion & Apparel,Outerwear,2021-08-30,2021-09-24,5,150.49,752.45,Changed mind,Refunded,True
RET004820,OD073151,ORD024537,USR04512,701,Deluxe Home Office Supplies,Home & Living,Home Office Supplies,2021-08-06,2021-08-14,2,196.49,392.98,Changed mind,Refunded,True
RET004821,OD073152,ORD024537,USR04512,727,Deluxe Fitness Equipment,Sports & Outdoors,Fitness Equipment,2021-08-06,2021-08-17,1,89.49,89.49,Product did not meet expectations,Refunded,True
RET004822,OD073242,ORD024565,USR04517,752,Compact Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,2021-07-23,2021-08-04,3,79.99,239.97,Wrong size or fit,Refunded,True
RET004823,OD073283,ORD024579,USR04520,711,Deluxe Storage Solutions,Home & Living,Storage Solutions,2021-07-26,2021-08-01,1,94.49,94.49,Product did not meet expectations,Refunded,True
RET004824,OD073284,ORD024579,USR04520,529,Deluxe Fragrances,Health & Beauty,Fragrances,2021-07-26,2021-08-07,1,25.99,25.99,Product did not meet expectations,Refunded,True
RET004825,OD073565,ORD024674,USR04539,720,Eco Travel Accessories,Sports & Outdoors,Travel Accessories,2021-09-06,2021-10-05,5,131.79,658.95,Product did not meet expectations,Refunded,True
RET004826,OD073577,ORD024678,USR04539,69,Classic Outerwear,Fashion & Apparel,Outerwear,2021-10-10,2021-11-05,2,116.0,232.0,Wrong size or fit,Refunded,True
RET004827,OD073643,ORD024698,USR04542,586,Eco Oral Care,Health & Beauty,Oral Care,2021-01-20,2021-02-16,3,25.79,77.37,Product did not meet expectations,Refunded,True
RET004828,OD073723,ORD024725,USR04545,27,Compact Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2021-04-23,2021-05-18,1,21.49,21.49,Changed mind,Refunded,True
RET004829,OD073739,ORD024731,USR04547,555,Portable Fragrances,Health & Beauty,Fragrances,2021-12-11,2021-12-24,1,29.0,29.0,Changed mind,Refunded,True
RET004830,OD073758,ORD024737,USR04549,96,Advanced Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2021-03-21,2021-04-04,4,45.0,180.0,Product did not meet expectations,Refunded,True
RET004831,OD073845,ORD024767,USR04553,381,Portable Makeup & Cosmetics,Health & Beauty,Makeup & Cosmetics,2021-12-17,2021-12-23,2,72.0,144.0,Changed mind,Refunded,True
RET004832,OD073914,ORD024789,USR04558,12,Pro Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2021-07-26,2021-08-18,2,21.79,43.58,Product did not meet expectations,Refunded,True
RET004833,OD074041,ORD024827,USR04565,434,Classic Oral Care,Health & Beauty,Oral Care,2021-07-14,2021-07-25,2,22.99,45.98,Incorrect item received,Refunded,True
RET004834,OD074129,ORD024852,USR04570,297,Ultra Activewear,Fashion & Apparel,Activewear,2021-03-17,2021-03-22,3,26.99,80.97,Damaged item,Refunded,True
RET004835,OD074168,ORD024866,USR04573,401,Portable Skincare Products,Health & Beauty,Skincare Products,2021-07-17,2021-08-15,2,18.0,36.0,Changed mind,Refunded,True
RET004836,OD074206,ORD024878,USR04576,125,Ultra Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2021-07-03,2021-07-28,2,82.99,165.98,Incorrect item received,Refunded,True
RET004837,OD074257,ORD024896,USR04580,386,Premium Oral Care,Health & Beauty,Oral Care,2021-12-02,2021-12-17,1,18.99,18.99,Product did not meet expectations,Refunded,True
RET004838,OD074402,ORD024942,USR04589,629,Ultra Fragrances,Health & Beauty,Fragrances,2021-05-19,2021-06-18,4,183.99,735.96,Changed mind,Refunded,True
RET004839,OD074543,ORD024981,USR04599,255,Advanced Swimwear,Fashion & Apparel,Swimwear,2021-10-13,2021-10-24,3,16.79,50.37,Product did not meet expectations,Refunded,True
RET004840,OD074686,ORD025024,USR04606,426,Advanced Makeup & Cosmetics,Health & Beauty,Makeup & Cosmetics,2021-05-01,2021-05-26,6,138.0,828.0,Wrong size or fit,Refunded,True
RET004841,OD074704,ORD025029,USR04607,306,Pro Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2021-12-24,2022-01-19,2,110.99,221.98,Incorrect item received,Refunded,True
RET004842,OD074715,ORD025032,USR04608,261,Advanced Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2021-06-13,2021-07-02,2,93.79,187.58,Damaged item,Refunded,True
RET004843,OD074727,ORD025035,USR04608,176,Pro Outerwear,Fashion & Apparel,Outerwear,2021-12-17,2022-01-16,4,114.0,456.0,Wrong size or fit,Refunded,True
RET004844,OD075069,ORD025146,USR04625,717,Advanced Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,2021-03-06,2021-03-18,1,171.99,171.99,Wrong size or fit,Refunded,True
RET004845,OD075095,ORD025157,USR04626,168,Classic Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2021-11-07,2021-11-19,1,73.0,73.0,Changed mind,Refunded,True
RET004846,OD075097,ORD025157,USR04626,433,Advanced Beauty Tools & Brushes,Health & Beauty,Beauty Tools & Brushes,2021-11-07,2021-11-30,1,17.49,17.49,Changed mind,Refunded,True
RET004847,OD075119,ORD025166,USR04628,314,Advanced Smartphones & Accessories,Technology & Gadgets,Smartphones & Accessories,2021-08-06,2021-08-20,3,17.49,52.47,Damaged item,Refunded,True
RET004848,OD075162,ORD025182,USR04630,776,Premium Camping Gear,Sports & Outdoors,Camping Gear,2021-12-24,2022-01-06,7,34.79,243.53,Product did not meet expectations,Refunded,True
RET004849,OD075237,ORD025209,USR04636,388,Classic Bath & Body Products,Health & Beauty,Bath & Body Products,2021-01-05,2021-02-02,2,149.0,298.0,Changed mind,Refunded,True
RET004850,OD075238,ORD025209,USR04636,581,Eco Skincare Products,Health & Beauty,Skincare Products,2021-01-05,2021-01-23,1,160.79,160.79,Changed mind,Refunded,True
RET004851,OD075241,ORD025211,USR04636,120,Advanced Activewear,Fashion & Apparel,Activewear,2021-05-14,2021-05-17,2,59.49,118.98,Changed mind,Refunded,True
RET004852,OD075264,ORD025217,USR04637,126,Classic Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2021-03-12,2021-03-26,2,169.0,338.0,Product did not meet expectations,Refunded,True
RET004853,OD075360,ORD025250,USR04643,590,Compact Fragrances,Health & Beauty,Fragrances,2021-09-09,2021-09-24,2,153.0,306.0,Damaged item,Refunded,True
