UserID,Country,Continent,AgeGroup,IncomeGroup,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,Segment
USR01153,France,Europe,35-44,25K-50K,55,3,2712.05,4,1,1,Needs Attention
USR01154,Germany,Europe,35-44,25K-50K,108,8,5197.65,3,3,2,Loyal Customers
USR01155,United Kingdom,Europe,35-44,25K-50K,208,1,799.96,2,1,1,Hibernating
USR01156,Canada,North America,35-44,50K-75K,374,5,3858.1499999999996,2,2,2,Hibernating
USR01157,Canada,North America,25-34,50K-75K,299,2,1094.08,2,1,1,Hibernating
USR01158,Israel,Asia,45-54,25K-50K,97,2,1573.24,3,1,1,Needs Attention
USR01159,United States,North America,45-54,25K-50K,12,9,11053.43,4,4,4,Champions
USR01160,Australia,Oceania,25-34,25K-50K,374,2,2354.1,2,1,1,Hibernating
USR01161,France,Europe,25-34,25K-50K,1131,2,1333.2,1,1,1,Hibernating
USR01162,India,Asia,25-34,50K-75K,375,2,3433.4,2,1,2,Hibernating
USR01163,Australia,Oceania,45-54,50K-75K,224,2,2754.5,2,1,1,Hibernating
USR01164,Germany,Europe,25-34,25K-50K,312,1,290.96,2,1,1,Hibernating
USR01165,United States,North America,35-44,25K-50K,136,10,10303.22,3,4,4,Champions
USR01166,United Kingdom,Europe,45-54,50K-75K,427,3,3681.16,1,1,2,Hibernating
USR01167,United States,North America,35-44,25K-50K,321,4,4272.55,2,2,2,Hibernating
USR01168,China,Asia,35-44,50K-75K,58,4,4484.65,4,2,2,Potential Loyalists
USR01169,China,Asia,25-34,25K-50K,118,4,3075.4300000000003,3,2,1,Potential Loyalists
USR01170,Italy,Europe,25-34,25K-50K,761,1,146.0,1,1,1,Hibernating
USR01171,India,Asia,35-44,25K-50K,329,5,5044.93,2,2,2,Hibernating
USR01172,India,Asia,25-34,50K-75K,65,7,8376.53,4,3,3,Champions
USR01173,Canada,North America,18-24,25K-50K,68,9,12284.210000000001,4,4,4,Champions
USR01174,United Kingdom,Europe,25-34,50K-75K,669,2,1852.97,1,1,1,Hibernating
USR01175,Italy,Europe,35-44,50K-75K,17,4,4252.32,4,2,2,Potential Loyalists
USR01176,Canada,North America,45-54,50K-75K,39,7,7799.49,4,3,3,Champions
USR01177,France,Europe,45-54,50K-75K,452,6,6292.26,1,3,3,At Risk
USR01178,United Kingdom,Europe,25-34,50K-75K,495,2,4082.4900000000002,1,1,2,Hibernating
USR01179,China,Asia,45-54,50K-75K,95,8,10878.52,3,3,4,Champions
USR01180,Canada,North America,35-44,25K-50K,98,3,3167.2599999999998,3,1,2,Needs Attention
USR01181,Germany,Europe,35-44,25K-50K,964,1,956.09,1,1,1,Hibernating
USR01182,Mexico,North America,25-34,50K-75K,489,6,2528.98,1,3,1,At Risk
USR01183,India,Asia,35-44,50K-75K,591,2,1854.7800000000002,1,1,1,Hibernating
USR01184,Australia,Oceania,35-44,25K-50K,67,4,2490.67,4,2,1,Potential Loyalists
USR01185,Mexico,North America,35-44,50K-75K,609,2,3703.7599999999998,1,1,2,Hibernating
USR01186,Israel,Asia,25-34,25K-50K,143,4,2619.8399999999997,3,2,1,Potential Loyalists
USR01187,Mexico,North America,25-34,25K-50K,362,9,13196.45,2,4,4,Loyal Customers
USR01188,China,Asia,25-34,50K-75K,551,8,11066.18,1,3,4,At Risk
USR01189,China,Asia,35-44,25K-50K,183,7,6637.860000000001,3,3,3,Champions
USR01190,United Kingdom,Europe,45-54,50K-75K,280,3,2448.12,2,1,1,Hibernating
USR01191,Spain,Europe,25-34,25K-50K,225,9,9163.58,2,4,4,Loyal Customers
USR01192,Canada,North America,25-34,25K-50K,1180,1,398.94,1,1,1,Hibernating
USR01193,India,Asia,35-44,25K-50K,49,9,12655.73,4,4,4,Champions
USR01194,Germany,Europe,35-44,25K-50K,66,8,11918.14,4,3,4,Champions
USR01195,United Kingdom,Europe,18-24,50K-75K,1461,1,125.49,1,1,1,Hibernating
USR01196,Israel,Asia,35-44,25K-50K,98,4,4927.06,3,2,2,Potential Loyalists
USR01197,France,Europe,35-44,50K-75K,675,1,122.99,1,1,1,Hibernating
USR01198,Germany,Europe,25-34,50K-75K,225,5,5077.879999999999,2,2,2,Hibernating
USR01199,China,Asia,35-44,50K-75K,519,6,7608.79,1,3,3,At Risk
USR01200,United Kingdom,Europe,25-34,25K-50K,212,10,12877.39,2,4,4,Loyal Customers
USR01201,Italy,Europe,35-44,25K-50K,510,3,4910.61,1,1,2,Hibernating
USR01202,France,Europe,18-24,50K-75K,18,2,2362.65,4,1,1,Needs Attention
USR01203,France,Europe,45-54,25K-50K,23,5,3312.46,4,2,2,Potential Loyalists
USR01204,Spain,Europe,35-44,Up to 25K,246,8,9487.21,2,3,4,Loyal Customers
USR01205,France,Europe,25-34,50K-75K,719,4,5851.22,1,2,2,Hibernating
USR01206,Australia,Oceania,25-34,25K-50K,444,2,2518.53,1,1,1,Hibernating
USR01207,Australia,Oceania,35-44,25K-50K,421,4,5286.53,1,2,2,Hibernating
USR01208,Mexico,North America,35-44,50K-75K,46,8,7486.01,4,3,3,Champions
USR01209,United States,North America,35-44,25K-50K,390,2,995.95,2,1,1,Hibernating
USR01210,Germany,Europe,25-34,50K-75K,73,5,6144.45,4,2,3,Potential Loyalists
USR01211,Italy,Europe,25-34,25K-50K,678,3,2895.25,1,1,1,Hibernating
USR01212,China,Asia,35-44,25K-50K,94,2,2039.5800000000002,3,1,1,Needs Attention
USR01213,France,Europe,25-34,25K-50K,770,1,633.94,1,1,1,Hibernating
USR01214,Mexico,North America,25-34,50K-75K,138,5,4344.5,3,2,2,Potential Loyalists
USR01215,United States,North America,35-44,25K-50K,482,5,5758.43,1,2,2,Hibernating
USR01216,Brazil,South America,35-44,25K-50K,140,10,9123.74,3,4,4,Champions
USR01217,United Kingdom,Europe,35-44,50K-75K,127,10,11562.58,3,4,4,Champions
USR01218,United Kingdom,Europe,35-44,50K-75K,916,2,2831.67,1,1,1,Hibernating
USR01219,France,Europe,25-34,50K-75K,45,4,4486.64,4,2,2,Potential Loyalists
USR01220,Mexico,North America,35-44,50K-75K,275,2,1117.73,2,1,1,Hibernating
USR01221,Italy,Europe,45-54,Up to 25K,405,6,8670.25,2,3,3,Loyal Customers
USR01222,France,Europe,25-34,50K-75K,621,2,2093.6400000000003,1,1,1,Hibernating
USR01223,Brazil,South America,25-34,50K-75K,134,7,4163.06,3,3,2,Loyal Customers
USR01224,Brazil,South America,25-34,50K-75K,841,3,5377.42,1,1,2,Hibernating
USR01225,Spain,Europe,25-34,25K-50K,43,10,13872.86,4,4,4,Champions
USR01226,France,Europe,35-44,25K-50K,1409,1,488.97,1,1,1,Hibernating
USR01227,Italy,Europe,25-34,25K-50K,277,9,12994.01,2,4,4,Loyal Customers
USR01228,Mexico,North America,35-44,25K-50K,27,10,11351.62,4,4,4,Champions
USR01229,Italy,Europe,25-34,25K-50K,321,10,10162.92,2,4,4,Loyal Customers
USR01230,Australia,Oceania,25-34,25K-50K,785,2,1192.31,1,1,1,Hibernating
USR01231,Spain,Europe,35-44,50K-75K,964,1,1289.88,1,1,1,Hibernating
USR01232,Israel,Asia,25-34,50K-75K,99,1,569.97,3,1,1,Needs Attention
USR01233,Germany,Europe,45-54,50K-75K,85,5,4805.38,4,2,2,Potential Loyalists
USR01234,Brazil,South America,25-34,50K-75K,293,3,3769.08,2,1,2,Hibernating
USR01235,China,Asia,35-44,25K-50K,705,1,1518.04,1,1,1,Hibernating
USR01236,China,Asia,35-44,25K-50K,33,9,8320.74,4,4,3,Champions
USR01237,Canada,North America,25-34,50K-75K,366,7,6376.58,2,3,3,Loyal Customers
USR01238,Australia,Oceania,25-34,50K-75K,256,7,8653.289999999999,2,3,3,Loyal Customers
USR01239,Spain,Europe,35-44,Up to 25K,134,7,7608.210000000001,3,3,3,Champions
USR01240,Brazil,South America,35-44,50K-75K,96,6,5502.17,3,3,2,Loyal Customers
USR01241,Mexico,North America,35-44,25K-50K,248,8,6509.06,2,3,3,Loyal Customers
USR01242,Spain,Europe,25-34,25K-50K,44,9,12089.16,4,4,4,Champions
USR01243,Spain,Europe,35-44,25K-50K,282,3,2779.81,2,1,1,Hibernating
USR01244,Australia,Oceania,35-44,50K-75K,196,8,6365.12,3,3,3,Champions
USR01245,Canada,North America,35-44,25K-50K,3,4,3132.94,4,2,1,Potential Loyalists
USR01246,United Kingdom,Europe,25-34,50K-75K,214,6,8019.139999999999,2,3,3,Loyal Customers
USR01247,Italy,Europe,35-44,25K-50K,573,5,5133.4800000000005,1,2,2,Hibernating
USR01248,Israel,Asia,35-44,25K-50K,420,1,457.47,1,1,1,Hibernating
USR01249,France,Europe,25-34,25K-50K,268,5,7032.27,2,2,3,Hibernating
USR01250,United Kingdom,Europe,25-34,25K-50K,184,6,4851.24,3,3,2,Loyal Customers
USR01251,Italy,Europe,45-54,25K-50K,244,8,5439.24,2,3,2,Loyal Customers
USR01252,United Kingdom,Europe,25-34,50K-75K,3,7,9500.87,4,3,4,Champions
USR01253,France,Europe,35-44,25K-50K,510,9,8553.67,1,4,3,At Risk
USR01254,Germany,Europe,45-54,25K-50K,441,1,928.28,1,1,1,Hibernating
USR01255,Germany,Europe,35-44,25K-50K,220,5,6691.72,2,2,3,Hibernating
USR01256,India,Asia,35-44,50K-75K,964,1,675.84,1,1,1,Hibernating
USR01257,Canada,North America,35-44,50K-75K,408,6,7254.54,2,3,3,Loyal Customers
USR01258,Brazil,South America,25-34,25K-50K,140,9,9378.79,3,4,4,Champions
USR01259,United Kingdom,Europe,25-34,25K-50K,954,1,2410.67,1,1,1,Hibernating
USR01260,Canada,North America,25-34,25K-50K,570,4,6379.32,1,2,3,Hibernating
USR01261,United Kingdom,Europe,45-54,50K-75K,33,8,7931.68,4,3,3,Champions
USR01262,Italy,Europe,35-44,50K-75K,86,1,1561.9,3,1,1,Needs Attention
USR01263,Australia,Oceania,35-44,50K-75K,461,6,6564.61,1,3,3,At Risk
USR01264,United States,North America,Unknown,50K-75K,20,10,11993.9,4,4,4,Champions
USR01265,Australia,Oceania,35-44,50K-75K,218,3,1248.37,2,1,1,Hibernating
USR01266,Canada,North America,35-44,50K-75K,34,8,8307.51,4,3,3,Champions
USR01267,Canada,North America,25-34,25K-50K,376,5,6844.7699999999995,2,2,3,Hibernating
USR01268,United Kingdom,Europe,25-34,50K-75K,466,4,4450.93,1,2,2,Hibernating
USR01269,India,Asia,35-44,25K-50K,73,6,3985.25,4,3,2,Loyal Customers
USR01270,Israel,Asia,25-34,25K-50K,338,2,3019.12,2,1,1,Hibernating
USR01271,United States,North America,25-34,50K-75K,32,9,9442.35,4,4,4,Champions
USR01272,Germany,Europe,35-44,25K-50K,535,4,4487.54,1,2,2,Hibernating
USR01273,Germany,Europe,25-34,25K-50K,198,4,3608.77,3,2,2,Potential Loyalists
USR01274,Germany,Europe,25-34,50K-75K,34,8,8269.19,4,3,3,Champions
USR01275,United Kingdom,Europe,25-34,50K-75K,36,9,9730.48,4,4,4,Champions
USR01276,Canada,North America,35-44,25K-50K,708,2,2230.39,1,1,1,Hibernating
USR01277,Italy,Europe,45-54,Up to 25K,395,9,3395.62,2,4,2,Loyal Customers
USR01278,India,Asia,25-34,50K-75K,24,10,10143.45,4,4,4,Champions
USR01279,France,Europe,45-54,50K-75K,886,3,6844.3,1,1,3,Hibernating
USR01280,China,Asia,35-44,25K-50K,983,3,3631.7,1,1,2,Hibernating
USR01281,Australia,Oceania,25-34,Up to 25K,298,2,2145.39,2,1,1,Hibernating
USR01282,Italy,Europe,35-44,50K-75K,474,3,3619.8599999999997,1,1,2,Hibernating
USR01283,China,Asia,35-44,50K-75K,282,6,7120.59,2,3,3,Loyal Customers
USR01284,Spain,Europe,35-44,25K-50K,484,8,7018.74,1,3,3,At Risk
USR01285,United States,North America,25-34,50K-75K,107,9,11889.42,3,4,4,Champions
USR01286,India,Asia,25-34,25K-50K,107,10,9964.41,3,4,4,Champions
USR01287,United Kingdom,Europe,25-34,50K-75K,158,6,7370.46,3,3,3,Champions
USR01288,Brazil,South America,35-44,50K-75K,171,10,9229.88,3,4,4,Champions
USR01289,China,Asia,25-34,50K-75K,90,8,7443.030000000001,3,3,3,Champions
USR01290,Australia,Oceania,25-34,50K-75K,16,2,1597.76,4,1,1,Needs Attention
USR01291,Italy,Europe,35-44,50K-75K,375,1,1883.74,2,1,1,Hibernating
USR01292,Mexico,North America,25-34,50K-75K,50,8,8040.42,4,3,3,Champions
USR01293,Australia,Oceania,35-44,25K-50K,15,10,10792.43,4,4,4,Champions
USR01294,Mexico,North America,35-44,25K-50K,97,6,9328.36,3,3,4,Champions
USR01295,China,Asia,45-54,25K-50K,1,10,14945.5,4,4,4,Champions
USR01296,France,Europe,35-44,50K-75K,115,5,6409.15,3,2,3,Potential Loyalists
USR01297,Australia,Oceania,35-44,50K-75K,361,7,6266.05,2,3,3,Loyal Customers
USR01298,France,Europe,35-44,25K-50K,219,10,15114.45,2,4,4,Loyal Customers
USR01299,France,Europe,18-24,50K-75K,232,2,2522.27,2,1,1,Hibernating
USR01300,Canada,North America,35-44,25K-50K,483,2,1186.96,1,1,1,Hibernating
USR01301,Spain,Europe,35-44,50K-75K,317,7,6400.75,2,3,3,Loyal Customers
USR01302,France,Europe,25-34,50K-75K,250,2,2248.59,2,1,1,Hibernating
USR01303,Brazil,South America,18-24,50K-75K,614,4,3123.0,1,2,1,Hibernating
USR01304,United Kingdom,Europe,35-44,50K-75K,1181,5,7591.21,1,2,3,Hibernating
USR01305,Italy,Europe,35-44,25K-50K,157,5,8601.83,3,2,3,Potential Loyalists
USR01306,United States,North America,35-44,50K-75K,381,6,6840.61,2,3,3,Loyal Customers
USR01307,Canada,North America,35-44,50K-75K,86,1,704.0,3,1,1,Needs Attention
USR01308,China,Asia,35-44,50K-75K,472,4,6408.6900000000005,1,2,3,Hibernating
USR01309,Germany,Europe,35-44,25K-50K,177,6,7158.55,3,3,3,Champions
USR01310,Mexico,North America,35-44,25K-50K,31,10,9974.9,4,4,4,Champions
USR01311,Spain,Europe,18-24,50K-75K,700,3,3805.21,1,1,2,Hibernating
USR01312,United States,North America,35-44,50K-75K,157,4,4885.32,3,2,2,Potential Loyalists
USR01313,Spain,Europe,25-34,25K-50K,23,7,7547.64,4,3,3,Champions
USR01314,Canada,North America,45-54,25K-50K,128,10,12879.33,3,4,4,Champions
USR01315,United Kingdom,Europe,35-44,75K+,362,5,3745.5,2,2,2,Hibernating
USR01316,Canada,North America,45-54,25K-50K,1240,1,847.0,1,1,1,Hibernating
USR01317,Israel,Asia,45-54,25K-50K,265,7,5827.54,2,3,2,Loyal Customers
USR01318,Brazil,South America,25-34,50K-75K,264,2,1291.56,2,1,1,Hibernating
USR01319,Australia,Oceania,35-44,25K-50K,355,2,829.3,2,1,1,Hibernating
USR01320,Australia,Oceania,25-34,50K-75K,56,8,8407.39,4,3,3,Champions
USR01321,Spain,Europe,25-34,25K-50K,51,10,11299.26,4,4,4,Champions
USR01322,Brazil,South America,35-44,25K-50K,17,3,2076.53,4,1,1,Needs Attention
USR01323,India,Asia,25-34,25K-50K,219,5,4931.96,2,2,2,Hibernating
USR01324,United States,North America,35-44,50K-75K,511,3,1431.88,1,1,1,Hibernating
USR01325,Italy,Europe,35-44,Up to 25K,379,4,4154.889999999999,2,2,2,Hibernating
USR01326,Brazil,South America,35-44,50K-75K,296,5,4919.74,2,2,2,Hibernating
USR01327,China,Asia,35-44,75K+,80,9,13087.12,4,4,4,Champions
USR01328,United States,North America,35-44,25K-50K,567,7,7149.450000000001,1,3,3,At Risk
USR01329,Italy,Europe,25-34,25K-50K,204,9,8987.68,2,4,3,Loyal Customers
USR01330,Spain,Europe,35-44,25K-50K,1363,1,731.54,1,1,1,Hibernating
USR01331,Germany,Europe,18-24,Up to 25K,154,2,1300.29,3,1,1,Needs Attention
USR01332,United Kingdom,Europe,25-34,50K-75K,759,4,4419.04,1,2,2,Hibernating
USR01333,France,Europe,35-44,25K-50K,210,3,3707.41,2,1,2,Hibernating
USR01334,China,Asia,35-44,75K+,20,10,7875.86,4,4,3,Champions
USR01335,Germany,Europe,25-34,50K-75K,187,1,1735.96,3,1,1,Needs Attention
USR01336,Australia,Oceania,25-34,50K-75K,27,9,9121.8,4,4,4,Champions
USR01337,United Kingdom,Europe,35-44,50K-75K,702,1,2532.23,1,1,1,Hibernating
USR01338,India,Asia,35-44,25K-50K,727,3,2663.29,1,1,1,Hibernating
USR01339,Brazil,South America,35-44,50K-75K,54,7,10944.16,4,3,4,Champions
USR01340,Mexico,North America,35-44,25K-50K,363,1,547.96,2,1,1,Hibernating
USR01341,Australia,Oceania,35-44,50K-75K,211,5,4098.39,2,2,2,Hibernating
USR01342,Canada,North America,35-44,50K-75K,436,10,10814.43,1,4,4,At Risk
USR01343,Italy,Europe,35-44,50K-75K,20,7,9965.45,4,3,4,Champions
USR01344,Germany,Europe,45-54,50K-75K,137,9,11916.84,3,4,4,Champions
USR01345,Brazil,South America,18-24,50K-75K,355,2,2943.42,2,1,1,Hibernating
USR01346,Canada,North America,25-34,25K-50K,199,9,9506.39,3,4,4,Champions
USR01347,Brazil,South America,45-54,25K-50K,111,9,14779.61,3,4,4,Champions
USR01348,Italy,Europe,35-44,25K-50K,1043,1,745.65,1,1,1,Hibernating
USR01349,Mexico,North America,35-44,50K-75K,95,8,8300.99,3,3,3,Champions
USR01350,Canada,North America,35-44,50K-75K,1264,3,2878.71,1,1,1,Hibernating
USR01351,China,Asia,35-44,50K-75K,79,8,10341.89,4,3,4,Champions
USR01352,Australia,Oceania,25-34,25K-50K,456,7,9151.470000000001,1,3,4,At Risk
USR01353,United Kingdom,Europe,25-34,50K-75K,91,9,15158.47,3,4,4,Champions
USR01354,Spain,Europe,35-44,25K-50K,380,10,9601.32,2,4,4,Loyal Customers
USR01355,Spain,Europe,25-34,50K-75K,258,7,5813.22,2,3,2,Loyal Customers
USR01356,India,Asia,45-54,25K-50K,128,3,3427.87,3,1,2,Needs Attention
USR01357,Brazil,South America,35-44,50K-75K,752,8,6627.34,1,3,3,At Risk
USR01358,Germany,Europe,45-54,25K-50K,212,8,10770.88,2,3,4,Loyal Customers
USR01359,United Kingdom,Europe,35-44,25K-50K,270,8,11584.73,2,3,4,Loyal Customers
USR01360,China,Asia,35-44,50K-75K,459,3,2556.41,1,1,1,Hibernating
USR01361,United Kingdom,Europe,25-34,50K-75K,112,8,13239.65,3,3,4,Champions
USR01362,Brazil,South America,35-44,25K-50K,28,5,9662.94,4,2,4,Potential Loyalists
USR01363,China,Asia,35-44,25K-50K,355,8,9109.58,2,3,4,Loyal Customers
USR01364,France,Europe,35-44,25K-50K,69,8,8421.13,4,3,3,Champions
USR01365,Italy,Europe,25-34,50K-75K,140,3,5505.99,3,1,2,Needs Attention
USR01366,Brazil,South America,35-44,50K-75K,49,3,1847.13,4,1,1,Needs Attention
USR01367,Australia,Oceania,25-34,50K-75K,210,4,6150.639999999999,2,2,3,Hibernating
USR01368,Canada,North America,35-44,25K-50K,374,2,2802.35,2,1,1,Hibernating
USR01369,United Kingdom,Europe,45-54,25K-50K,114,10,11143.36,3,4,4,Champions
USR01370,United Kingdom,Europe,35-44,50K-75K,128,8,9609.46,3,3,4,Champions
USR01371,Brazil,South America,35-44,50K-75K,254,2,2251.53,2,1,1,Hibernating
USR01372,United Kingdom,Europe,25-34,25K-50K,343,2,4308.78,2,1,2,Hibernating
USR01373,United Kingdom,Europe,25-34,50K-75K,530,10,14194.55,1,4,4,At Risk
USR01374,Israel,Asia,25-34,50K-75K,316,5,6707.71,2,2,3,Hibernating
USR01375,Spain,Europe,35-44,25K-50K,328,5,7108.96,2,2,3,Hibernating
USR01376,Spain,Europe,35-44,50K-75K,1,9,6792.64,4,4,3,Champions
USR01377,Italy,Europe,35-44,25K-50K,1,8,12174.4,4,3,4,Champions
USR01378,Israel,Asia,35-44,25K-50K,860,1,1557.52,1,1,1,Hibernating
USR01379,Israel,Asia,35-44,25K-50K,129,2,1888.33,3,1,1,Needs Attention
USR01380,Brazil,South America,45-54,50K-75K,256,7,5461.08,2,3,2,Loyal Customers
USR01381,Australia,Oceania,25-34,25K-50K,204,8,5568.41,2,3,2,Loyal Customers
USR01382,Israel,Asia,35-44,Up to 25K,347,2,3616.43,2,1,2,Hibernating
USR01383,India,Asia,55-64,25K-50K,156,5,4931.27,3,2,2,Potential Loyalists
USR01384,Canada,North America,25-34,50K-75K,140,9,8909.35,3,4,3,Champions
USR01385,Germany,Europe,35-44,25K-50K,183,3,7937.780000000001,3,1,3,Needs Attention
USR01386,United Kingdom,Europe,45-54,50K-75K,188,4,4667.08,3,2,2,Potential Loyalists
USR01387,France,Europe,18-24,25K-50K,621,2,2332.4,1,1,1,Hibernating
USR01388,China,Asia,35-44,50K-75K,699,1,1287.87,1,1,1,Hibernating
USR01389,Germany,Europe,45-54,25K-50K,116,7,7960.6,3,3,3,Champions
USR01390,India,Asia,35-44,75K+,810,1,1335.92,1,1,1,Hibernating
USR01391,United Kingdom,Europe,25-34,25K-50K,570,7,5867.889999999999,1,3,2,At Risk
USR01392,Israel,Asia,35-44,25K-50K,756,1,645.0,1,1,1,Hibernating
USR01393,Spain,Europe,35-44,50K-75K,3,8,7530.05,4,3,3,Champions
USR01394,France,Europe,45-54,50K-75K,197,7,13784.69,3,3,4,Champions
USR01395,Australia,Oceania,35-44,50K-75K,121,5,6495.26,3,2,3,Potential Loyalists
USR01396,India,Asia,25-34,50K-75K,89,9,8550.19,3,4,3,Champions
USR01397,Australia,Oceania,45-54,50K-75K,23,7,7293.03,4,3,3,Champions
USR01398,Brazil,South America,25-34,50K-75K,771,1,887.49,1,1,1,Hibernating
USR01399,United Kingdom,Europe,35-44,25K-50K,129,5,5116.41,3,2,2,Potential Loyalists
USR01400,Israel,Asia,35-44,Up to 25K,311,6,7495.45,2,3,3,Loyal Customers
USR01401,India,Asia,25-34,50K-75K,559,10,11037.08,1,4,4,At Risk
USR01402,United States,North America,35-44,25K-50K,831,2,3082.25,1,1,1,Hibernating
USR01403,Israel,Asia,35-44,25K-50K,519,3,1330.84,1,1,1,Hibernating
USR01404,Spain,Europe,45-54,50K-75K,174,8,5583.52,3,3,2,Loyal Customers
USR01405,Italy,Europe,45-54,Up to 25K,206,7,8501.65,2,3,3,Loyal Customers
USR01406,France,Europe,35-44,25K-50K,121,7,11270.53,3,3,4,Champions
USR01407,Spain,Europe,35-44,25K-50K,114,9,5951.01,3,4,2,Loyal Customers
USR01408,India,Asia,35-44,50K-75K,1092,2,1394.98,1,1,1,Hibernating
USR01409,Spain,Europe,25-34,25K-50K,290,9,7637.110000000001,2,4,3,Loyal Customers
USR01410,France,Europe,35-44,25K-50K,67,4,3566.2000000000003,4,2,2,Potential Loyalists
USR01411,Australia,Oceania,25-34,25K-50K,986,1,461.94,1,1,1,Hibernating
USR01412,Canada,North America,35-44,50K-75K,960,1,58.99,1,1,1,Hibernating
USR01413,Canada,North America,25-34,25K-50K,247,6,7126.05,2,3,3,Loyal Customers
USR01414,United Kingdom,Europe,25-34,50K-75K,435,4,3880.25,1,2,2,Hibernating
USR01415,United Kingdom,Europe,45-54,25K-50K,320,2,5841.34,2,1,2,Hibernating
USR01416,Mexico,North America,35-44,25K-50K,203,5,7741.76,2,2,3,Hibernating
USR01417,Spain,Europe,25-34,50K-75K,33,8,7355.49,4,3,3,Champions
USR01418,Canada,North America,25-34,25K-50K,951,2,1410.36,1,1,1,Hibernating
USR01419,United Kingdom,Europe,18-24,25K-50K,102,8,10004.18,3,3,4,Champions
USR01420,United States,North America,25-34,50K-75K,97,6,7639.6,3,3,3,Champions
USR01421,United States,North America,35-44,50K-75K,157,10,12594.86,3,4,4,Champions
USR01422,Australia,Oceania,25-34,50K-75K,103,9,8222.279999999999,3,4,3,Champions
USR01423,Italy,Europe,35-44,25K-50K,123,8,8643.33,3,3,3,Champions
USR01424,United Kingdom,Europe,25-34,25K-50K,185,9,8283.74,3,4,3,Champions
USR01425,China,Asia,25-34,75K+,73,7,7717.28,4,3,3,Champions
USR01426,Spain,Europe,35-44,50K-75K,61,8,9081.66,4,3,4,Champions
USR01427,Mexico,North America,25-34,25K-50K,135,9,5450.5599999999995,3,4,2,Loyal Customers
USR01428,Brazil,South America,35-44,50K-75K,595,5,5916.61,1,2,2,Hibernating
USR01429,Australia,Oceania,25-34,50K-75K,429,1,2045.5,1,1,1,Hibernating
USR01430,China,Asia,25-34,50K-75K,139,4,4715.51,3,2,2,Potential Loyalists
USR01431,Mexico,North America,45-54,25K-50K,100,8,9609.11,3,3,4,Champions
USR01432,France,Europe,18-24,50K-75K,60,4,2609.08,4,2,1,Potential Loyalists
USR01433,France,Europe,35-44,25K-50K,414,1,504.0,1,1,1,Hibernating
USR01434,Germany,Europe,35-44,25K-50K,301,1,2080.43,2,1,1,Hibernating
USR01435,Israel,Asia,35-44,50K-75K,747,3,2066.29,1,1,1,Hibernating
USR01436,United Kingdom,Europe,25-34,25K-50K,333,3,3604.9,2,1,2,Hibernating
USR01437,Israel,Asia,25-34,50K-75K,255,6,6018.46,2,3,3,Loyal Customers
USR01438,France,Europe,25-34,75K+,248,4,2871.1400000000003,2,2,1,Hibernating
USR01439,Mexico,North America,25-34,50K-75K,164,9,11730.58,3,4,4,Champions
USR01440,Germany,Europe,35-44,25K-50K,147,5,9766.37,3,2,4,Potential Loyalists
USR01441,China,Asia,35-44,25K-50K,152,6,8023.59,3,3,3,Champions
USR01442,Italy,Europe,35-44,25K-50K,156,3,2985.45,3,1,1,Needs Attention
USR01443,India,Asia,25-34,50K-75K,720,5,9716.82,1,2,4,Hibernating
USR01444,India,Asia,35-44,25K-50K,218,5,4472.6900000000005,2,2,2,Hibernating
USR01445,United States,North America,35-44,50K-75K,214,9,14696.24,2,4,4,Loyal Customers
USR01446,United States,North America,35-44,50K-75K,70,8,10239.58,4,3,4,Champions
USR01447,China,Asia,35-44,50K-75K,278,5,7024.599999999999,2,2,3,Hibernating
USR01448,United States,North America,25-34,50K-75K,608,3,5958.849999999999,1,1,2,Hibernating
USR01449,India,Asia,35-44,50K-75K,264,8,10112.54,2,3,4,Loyal Customers
USR01450,Canada,North America,25-34,25K-50K,188,6,12294.72,3,3,4,Champions
USR01451,United Kingdom,Europe,35-44,25K-50K,256,5,4098.12,2,2,2,Hibernating
USR01452,India,Asia,35-44,25K-50K,54,9,9292.49,4,4,4,Champions
USR01453,Italy,Europe,35-44,25K-50K,833,2,3553.3500000000004,1,1,2,Hibernating
USR01454,France,Europe,35-44,25K-50K,1404,1,65.58,1,1,1,Hibernating
USR01455,Canada,North America,25-34,50K-75K,482,7,8038.16,1,3,3,At Risk
USR01456,United Kingdom,Europe,35-44,50K-75K,168,6,4857.4,3,3,2,Loyal Customers
USR01457,Spain,Europe,35-44,25K-50K,93,9,10101.460000000001,3,4,4,Champions
USR01458,United States,North America,45-54,25K-50K,67,7,6665.33,4,3,3,Champions
USR01459,China,Asia,18-24,50K-75K,123,7,7424.33,3,3,3,Champions
USR01460,Italy,Europe,35-44,25K-50K,118,8,9208.67,3,3,4,Champions
USR01461,Germany,Europe,25-34,25K-50K,465,3,3903.48,1,1,2,Hibernating
USR01462,Italy,Europe,35-44,50K-75K,300,4,8043.12,2,2,3,Hibernating
USR01463,India,Asia,45-54,50K-75K,220,5,4684.18,2,2,2,Hibernating
USR01464,United States,North America,35-44,50K-75K,187,8,6869.39,3,3,3,Champions
USR01465,China,Asia,25-34,50K-75K,1341,2,623.12,1,1,1,Hibernating
USR01466,United Kingdom,Europe,25-34,50K-75K,206,6,8057.8099999999995,2,3,3,Loyal Customers
USR01467,Australia,Oceania,35-44,25K-50K,725,2,664.96,1,1,1,Hibernating
