ProductID,Name,Description,Price,StockQuantity,CategoryName,SubcategoryName,ModelName,ProductColor,ProductSize,SKU
147,Classic Accessories,"Classic Accessories - Color: Green, Size: M",31.79,196,Fashion & Apparel,Accessories,Classic_Accessories_M,Green,M,SKU-147-FA-ACC
148,Portable Outerwear,"Portable Outerwear - Color: White, Size: M",73.49,22,Fashion & Apparel,Outerwear,Portable_Outerwear_M,White,M,SKU-148-FA-OUT
149,Ultra Swimwear,"Ultra Swimwear - Color: Gray, Size: M",86.99,68,Fashion & Apparel,Swimwear,Ultra_Swimwear_M,Gray,M,SKU-149-FA-SWI
150,Compact Outerwear,"Compact Outerwear - Color: White, Size: M",179.0,93,Fashion & Apparel,Outerwear,Compact_Outerwear_M,White,M,SKU-150-FA-OUT
151,Pro Formal Wear,"Pro Formal Wear - Color: Green, Size: S",53.79,27,Fashion & Apparel,Formal Wear,Pro_FormalWear_S,Green,S,SKU-151-FA-FOR
152,Pro Outerwear,"Pro Outerwear - Color: Green, Size: L",177.79,125,Fashion & Apparel,Outerwear,Pro_Outerwear_L,Green,L,SKU-152-FA-OUT
153,Compact Activewear,"Compact Activewear - Color: Black, Size: M",132.49,130,Fashion & Apparel,Activewear,Compact_Activewear_M,Black,M,SKU-153-FA-ACT
154,Classic Activewear,"Classic Activewear - Color: White, Size: L",119.99,73,Fashion & Apparel,Activewear,Classic_Activewear_L,White,L,SKU-154-FA-ACT
155,Ultra Outerwear,"Ultra Outerwear - Color: Red, Size: M",25.79,48,Fashion & Apparel,Outerwear,Ultra_Outerwear_M,Red,M,SKU-155-FA-OUT
156,Pro Jeans & Trousers,"Pro Jeans & Trousers - Color: Gray, Size: S",72.99,194,Fashion & Apparel,Jeans & Trousers,Pro_Jeans&Trousers_S,Gray,S,SKU-156-FA-JEA
157,Classic Swimwear,"Classic Swimwear - Color: Blue, Size: M",171.99,121,Fashion & Apparel,Swimwear,Classic_Swimwear_M,Blue,M,SKU-157-FA-SWI
158,Advanced Activewear,"Advanced Activewear - Color: Black, Size: XL",89.49,115,Fashion & Apparel,Activewear,Advanced_Activewear_XL,Black,XL,SKU-158-FA-ACT
159,Eco Swimwear,"Eco Swimwear - Color: Gray, Size: L",112.0,127,Fashion & Apparel,Swimwear,Eco_Swimwear_L,Gray,L,SKU-159-FA-SWI
160,Compact Sneakers & Casual Shoes,"Compact Sneakers & Casual Shoes - Color: Gray, Size: L",69.99,165,Fashion & Apparel,Sneakers & Casual Shoes,Compact_Sneakers&CasualShoes_L,Gray,L,SKU-160-FA-SNE
161,Deluxe Outerwear,"Deluxe Outerwear - Color: Blue, Size: M",57.0,103,Fashion & Apparel,Outerwear,Deluxe_Outerwear_M,Blue,M,SKU-161-FA-OUT
162,Ultra Formal Wear,"Ultra Formal Wear - Color: Black, Size: XL",14.99,76,Fashion & Apparel,Formal Wear,Ultra_FormalWear_XL,Black,XL,SKU-162-FA-FOR
163,Classic Dresses & Skirts,"Classic Dresses & Skirts - Color: Red, Size: XL",17.49,126,Fashion & Apparel,Dresses & Skirts,Classic_Dresses&Skirts_XL,Red,XL,SKU-163-FA-DRE
164,Ultra Bags & Backpacks,"Ultra Bags & Backpacks - Color: Blue, Size: L",83.79,163,Fashion & Apparel,Bags & Backpacks,Ultra_Bags&Backpacks_L,Blue,L,SKU-164-FA-BAG
165,Portable Dresses & Skirts,"Portable Dresses & Skirts - Color: Blue, Size: XL",113.49,128,Fashion & Apparel,Dresses & Skirts,Portable_Dresses&Skirts_XL,Blue,XL,SKU-165-FA-DRE
166,Compact Activewear,"Compact Activewear - Color: Gray, Size: L",189.99,58,Fashion & Apparel,Activewear,Compact_Activewear_L,Gray,L,SKU-166-FA-ACT
167,Ultra Outerwear,"Ultra Outerwear - Color: Gray, Size: L",15.99,118,Fashion & Apparel,Outerwear,Ultra_Outerwear_L,Gray,L,SKU-167-FA-OUT
168,Classic Dresses & Skirts,"Classic Dresses & Skirts - Color: Green, Size: S",73.0,15,Fashion & Apparel,Dresses & Skirts,Classic_Dresses&Skirts_S,Green,S,SKU-168-FA-DRE
169,Portable Outerwear,"Portable Outerwear - Color: Red, Size: S",20.79,66,Fashion & Apparel,Outerwear,Portable_Outerwear_S,Red,S,SKU-169-FA-OUT
170,Deluxe Dresses & Skirts,"Deluxe Dresses & Skirts - Color: Blue, Size: XL",69.99,18,Fashion & Apparel,Dresses & Skirts,Deluxe_Dresses&Skirts_XL,Blue,XL,SKU-170-FA-DRE
171,Portable Bags & Backpacks,"Portable Bags & Backpacks - Color: White, Size: L",113.99,154,Fashion & Apparel,Bags & Backpacks,Portable_Bags&Backpacks_L,White,L,SKU-171-FA-BAG
172,Compact Dresses & Skirts,"Compact Dresses & Skirts - Color: White, Size: S",126.79,76,Fashion & Apparel,Dresses & Skirts,Compact_Dresses&Skirts_S,White,S,SKU-172-FA-DRE
173,Advanced Dresses & Skirts,"Advanced Dresses & Skirts - Color: Black, Size: S",162.99,190,Fashion & Apparel,Dresses & Skirts,Advanced_Dresses&Skirts_S,Black,S,SKU-173-FA-DRE
174,Ultra T-Shirts & Tops,"Ultra T-Shirts & Tops - Color: Blue, Size: S",27.0,173,Fashion & Apparel,T-Shirts & Tops,Ultra_T-Shirts&Tops_S,Blue,S,SKU-174-FA-T-S
175,Ultra Outerwear,"Ultra Outerwear - Color: Blue, Size: M",103.0,34,Fashion & Apparel,Outerwear,Ultra_Outerwear_M,Blue,M,SKU-175-FA-OUT
176,Pro Outerwear,"Pro Outerwear - Color: Green, Size: M",114.0,140,Fashion & Apparel,Outerwear,Pro_Outerwear_M,Green,M,SKU-176-FA-OUT
177,Compact Jeans & Trousers,"Compact Jeans & Trousers - Color: Red, Size: M",195.0,19,Fashion & Apparel,Jeans & Trousers,Compact_Jeans&Trousers_M,Red,M,SKU-177-FA-JEA
178,Premium Bags & Backpacks,"Premium Bags & Backpacks - Color: Black, Size: L",114.49,156,Fashion & Apparel,Bags & Backpacks,Premium_Bags&Backpacks_L,Black,L,SKU-178-FA-BAG
179,Eco Outerwear,"Eco Outerwear - Color: White, Size: M",45.49,142,Fashion & Apparel,Outerwear,Eco_Outerwear_M,White,M,SKU-179-FA-OUT
180,Eco Dresses & Skirts,"Eco Dresses & Skirts - Color: Blue, Size: L",144.79,28,Fashion & Apparel,Dresses & Skirts,Eco_Dresses&Skirts_L,Blue,L,SKU-180-FA-DRE
181,Compact Jeans & Trousers,"Compact Jeans & Trousers - Color: Gray, Size: L",60.0,110,Fashion & Apparel,Jeans & Trousers,Compact_Jeans&Trousers_L,Gray,L,SKU-181-FA-JEA
182,Ultra Outerwear,"Ultra Outerwear - Color: Green, Size: M",31.99,160,Fashion & Apparel,Outerwear,Ultra_Outerwear_M,Green,M,SKU-182-FA-OUT
183,Eco Accessories,"Eco Accessories - Color: Green, Size: S",130.99,35,Fashion & Apparel,Accessories,Eco_Accessories_S,Green,S,SKU-183-FA-ACC
184,Deluxe Outerwear,"Deluxe Outerwear - Color: Gray, Size: L",177.99,125,Fashion & Apparel,Outerwear,Deluxe_Outerwear_L,Gray,L,SKU-184-FA-OUT
185,Deluxe Jeans & Trousers,"Deluxe Jeans & Trousers - Color: Gray, Size: L",170.49,153,Fashion & Apparel,Jeans & Trousers,Deluxe_Jeans&Trousers_L,Gray,L,SKU-185-FA-JEA
186,Advanced Dresses & Skirts,"Advanced Dresses & Skirts - Color: Blue, Size: XL",62.79,31,Fashion & Apparel,Dresses & Skirts,Advanced_Dresses&Skirts_XL,Blue,XL,SKU-186-FA-DRE
187,Advanced Swimwear,"Advanced Swimwear - Color: Blue, Size: S",197.49,136,Fashion & Apparel,Swimwear,Advanced_Swimwear_S,Blue,S,SKU-187-FA-SWI
188,Classic Jeans & Trousers,"Classic Jeans & Trousers - Color: Green, Size: L",188.49,13,Fashion & Apparel,Jeans & Trousers,Classic_Jeans&Trousers_L,Green,L,SKU-188-FA-JEA
189,Premium Accessories,"Premium Accessories - Color: Green, Size: XL",76.79,111,Fashion & Apparel,Accessories,Premium_Accessories_XL,Green,XL,SKU-189-FA-ACC
190,Eco T-Shirts & Tops,"Eco T-Shirts & Tops - Color: Blue, Size: S",194.99,47,Fashion & Apparel,T-Shirts & Tops,Eco_T-Shirts&Tops_S,Blue,S,SKU-190-FA-T-S
191,Eco Formal Wear,"Eco Formal Wear - Color: Red, Size: S",195.99,21,Fashion & Apparel,Formal Wear,Eco_FormalWear_S,Red,S,SKU-191-FA-FOR
192,Compact Accessories,"Compact Accessories - Color: Black, Size: S",125.0,89,Fashion & Apparel,Accessories,Compact_Accessories_S,Black,S,SKU-192-FA-ACC
193,Deluxe Accessories,"Deluxe Accessories - Color: Red, Size: S",118.99,64,Fashion & Apparel,Accessories,Deluxe_Accessories_S,Red,S,SKU-193-FA-ACC
194,Eco Jeans & Trousers,"Eco Jeans & Trousers - Color: Red, Size: XL",137.99,146,Fashion & Apparel,Jeans & Trousers,Eco_Jeans&Trousers_XL,Red,XL,SKU-194-FA-JEA
195,Classic Dresses & Skirts,"Classic Dresses & Skirts - Color: Black, Size: S",57.49,66,Fashion & Apparel,Dresses & Skirts,Classic_Dresses&Skirts_S,Black,S,SKU-195-FA-DRE
196,Premium Formal Wear,"Premium Formal Wear - Color: Green, Size: L",143.99,192,Fashion & Apparel,Formal Wear,Premium_FormalWear_L,Green,L,SKU-196-FA-FOR
197,Pro Dresses & Skirts,"Pro Dresses & Skirts - Color: Gray, Size: M",79.99,156,Fashion & Apparel,Dresses & Skirts,Pro_Dresses&Skirts_M,Gray,M,SKU-197-FA-DRE
198,Compact Sneakers & Casual Shoes,"Compact Sneakers & Casual Shoes - Color: Red, Size: L",13.49,86,Fashion & Apparel,Sneakers & Casual Shoes,Compact_Sneakers&CasualShoes_L,Red,L,SKU-198-FA-SNE
199,Deluxe Swimwear,"Deluxe Swimwear - Color: White, Size: L",91.0,147,Fashion & Apparel,Swimwear,Deluxe_Swimwear_L,White,L,SKU-199-FA-SWI
200,Deluxe Formal Wear,"Deluxe Formal Wear - Color: Blue, Size: XL",17.0,52,Fashion & Apparel,Formal Wear,Deluxe_FormalWear_XL,Blue,XL,SKU-200-FA-FOR
201,Eco T-Shirts & Tops,"Eco T-Shirts & Tops - Color: Red, Size: XL",172.99,72,Fashion & Apparel,T-Shirts & Tops,Eco_T-Shirts&Tops_XL,Red,XL,SKU-201-FA-T-S
202,Deluxe Formal Wear,"Deluxe Formal Wear - Color: Gray, Size: XL",157.49,34,Fashion & Apparel,Formal Wear,Deluxe_FormalWear_XL,Gray,XL,SKU-202-FA-FOR
203,Classic Bags & Backpacks,"Classic Bags & Backpacks - Color: Gray, Size: S",91.79,66,Fashion & Apparel,Bags & Backpacks,Classic_Bags&Backpacks_S,Gray,S,SKU-203-FA-BAG
204,Portable Sneakers & Casual Shoes,"Portable Sneakers & Casual Shoes - Color: Blue, Size: XL",80.79,121,Fashion & Apparel,Sneakers & Casual Shoes,Portable_Sneakers&CasualShoes_XL,Blue,XL,SKU-204-FA-SNE
205,Ultra Outerwear,"Ultra Outerwear - Color: Green, Size: M",32.0,187,Fashion & Apparel,Outerwear,Ultra_Outerwear_M,Green,M,SKU-205-FA-OUT
206,Pro Formal Wear,"Pro Formal Wear - Color: Red, Size: L",174.0,155,Fashion & Apparel,Formal Wear,Pro_FormalWear_L,Red,L,SKU-206-FA-FOR
207,Ultra Sneakers & Casual Shoes,"Ultra Sneakers & Casual Shoes - Color: Red, Size: XL",63.99,181,Fashion & Apparel,Sneakers & Casual Shoes,Ultra_Sneakers&CasualShoes_XL,Red,XL,SKU-207-FA-SNE
208,Advanced Activewear,"Advanced Activewear - Color: Gray, Size: S",49.0,88,Fashion & Apparel,Activewear,Advanced_Activewear_S,Gray,S,SKU-208-FA-ACT
209,Portable Swimwear,"Portable Swimwear - Color: Red, Size: S",108.0,130,Fashion & Apparel,Swimwear,Portable_Swimwear_S,Red,S,SKU-209-FA-SWI
210,Portable Activewear,"Portable Activewear - Color: Green, Size: XL",136.49,154,Fashion & Apparel,Activewear,Portable_Activewear_XL,Green,XL,SKU-210-FA-ACT
211,Compact Bags & Backpacks,"Compact Bags & Backpacks - Color: Green, Size: M",137.79,52,Fashion & Apparel,Bags & Backpacks,Compact_Bags&Backpacks_M,Green,M,SKU-211-FA-BAG
212,Eco Outerwear,"Eco Outerwear - Color: Blue, Size: M",39.79,32,Fashion & Apparel,Outerwear,Eco_Outerwear_M,Blue,M,SKU-212-FA-OUT
213,Deluxe Formal Wear,"Deluxe Formal Wear - Color: White, Size: M",162.0,81,Fashion & Apparel,Formal Wear,Deluxe_FormalWear_M,White,M,SKU-213-FA-FOR
214,Ultra Sneakers & Casual Shoes,"Ultra Sneakers & Casual Shoes - Color: Green, Size: S",98.0,85,Fashion & Apparel,Sneakers & Casual Shoes,Ultra_Sneakers&CasualShoes_S,Green,S,SKU-214-FA-SNE
215,Eco Swimwear,"Eco Swimwear - Color: Black, Size: M",190.49,62,Fashion & Apparel,Swimwear,Eco_Swimwear_M,Black,M,SKU-215-FA-SWI
216,Premium Dresses & Skirts,"Premium Dresses & Skirts - Color: Gray, Size: L",106.49,149,Fashion & Apparel,Dresses & Skirts,Premium_Dresses&Skirts_L,Gray,L,SKU-216-FA-DRE
217,Premium Swimwear,"Premium Swimwear - Color: Gray, Size: M",120.79,118,Fashion & Apparel,Swimwear,Premium_Swimwear_M,Gray,M,SKU-217-FA-SWI
218,Compact Jeans & Trousers,"Compact Jeans & Trousers - Color: Green, Size: M",52.79,58,Fashion & Apparel,Jeans & Trousers,Compact_Jeans&Trousers_M,Green,M,SKU-218-FA-JEA
219,Pro Swimwear,"Pro Swimwear - Color: Green, Size: XL",89.99,180,Fashion & Apparel,Swimwear,Pro_Swimwear_XL,Green,XL,SKU-219-FA-SWI
220,Eco Formal Wear,"Eco Formal Wear - Color: Gray, Size: M",60.49,15,Fashion & Apparel,Formal Wear,Eco_FormalWear_M,Gray,M,SKU-220-FA-FOR
221,Advanced Accessories,"Advanced Accessories - Color: White, Size: XL",93.99,60,Fashion & Apparel,Accessories,Advanced_Accessories_XL,White,XL,SKU-221-FA-ACC
222,Classic Bags & Backpacks,"Classic Bags & Backpacks - Color: Blue, Size: XL",94.0,38,Fashion & Apparel,Bags & Backpacks,Classic_Bags&Backpacks_XL,Blue,XL,SKU-222-FA-BAG
223,Advanced Swimwear,"Advanced Swimwear - Color: Gray, Size: M",10.79,61,Fashion & Apparel,Swimwear,Advanced_Swimwear_M,Gray,M,SKU-223-FA-SWI
224,Compact Outerwear,"Compact Outerwear - Color: Green, Size: S",111.79,171,Fashion & Apparel,Outerwear,Compact_Outerwear_S,Green,S,SKU-224-FA-OUT
225,Eco Outerwear,"Eco Outerwear - Color: Red, Size: S",152.99,23,Fashion & Apparel,Outerwear,Eco_Outerwear_S,Red,S,SKU-225-FA-OUT
226,Deluxe Jeans & Trousers,"Deluxe Jeans & Trousers - Color: Black, Size: L",87.99,114,Fashion & Apparel,Jeans & Trousers,Deluxe_Jeans&Trousers_L,Black,L,SKU-226-FA-JEA
227,Compact Bags & Backpacks,"Compact Bags & Backpacks - Color: Green, Size: M",178.49,122,Fashion & Apparel,Bags & Backpacks,Compact_Bags&Backpacks_M,Green,M,SKU-227-FA-BAG
228,Eco T-Shirts & Tops,"Eco T-Shirts & Tops - Color: Green, Size: XL",114.0,133,Fashion & Apparel,T-Shirts & Tops,Eco_T-Shirts&Tops_XL,Green,XL,SKU-228-FA-T-S
229,Premium Accessories,"Premium Accessories - Color: Blue, Size: XL",51.79,29,Fashion & Apparel,Accessories,Premium_Accessories_XL,Blue,XL,SKU-229-FA-ACC
230,Premium Outerwear,"Premium Outerwear - Color: Black, Size: XL",105.49,130,Fashion & Apparel,Outerwear,Premium_Outerwear_XL,Black,XL,SKU-230-FA-OUT
231,Advanced Jeans & Trousers,"Advanced Jeans & Trousers - Color: Red, Size: L",66.79,54,Fashion & Apparel,Jeans & Trousers,Advanced_Jeans&Trousers_L,Red,L,SKU-231-FA-JEA
232,Pro Outerwear,"Pro Outerwear - Color: Gray, Size: XL",35.49,98,Fashion & Apparel,Outerwear,Pro_Outerwear_XL,Gray,XL,SKU-232-FA-OUT
233,Ultra Outerwear,"Ultra Outerwear - Color: Black, Size: L",75.0,57,Fashion & Apparel,Outerwear,Ultra_Outerwear_L,Black,L,SKU-233-FA-OUT
234,Premium Sneakers & Casual Shoes,"Premium Sneakers & Casual Shoes - Color: Red, Size: M",124.79,19,Fashion & Apparel,Sneakers & Casual Shoes,Premium_Sneakers&CasualShoes_M,Red,M,SKU-234-FA-SNE
235,Portable Swimwear,"Portable Swimwear - Color: Gray, Size: XL",148.79,118,Fashion & Apparel,Swimwear,Portable_Swimwear_XL,Gray,XL,SKU-235-FA-SWI
236,Deluxe Sneakers & Casual Shoes,"Deluxe Sneakers & Casual Shoes - Color: White, Size: M",27.99,146,Fashion & Apparel,Sneakers & Casual Shoes,Deluxe_Sneakers&CasualShoes_M,White,M,SKU-236-FA-SNE
237,Eco Accessories,"Eco Accessories - Color: Red, Size: L",109.0,96,Fashion & Apparel,Accessories,Eco_Accessories_L,Red,L,SKU-237-FA-ACC
238,Premium Accessories,"Premium Accessories - Color: Green, Size: M",175.79,128,Fashion & Apparel,Accessories,Premium_Accessories_M,Green,M,SKU-238-FA-ACC
239,Portable Bags & Backpacks,"Portable Bags & Backpacks - Color: Red, Size: XL",159.79,36,Fashion & Apparel,Bags & Backpacks,Portable_Bags&Backpacks_XL,Red,XL,SKU-239-FA-BAG
240,Premium Jeans & Trousers,"Premium Jeans & Trousers - Color: Red, Size: L",150.79,141,Fashion & Apparel,Jeans & Trousers,Premium_Jeans&Trousers_L,Red,L,SKU-240-FA-JEA
241,Classic Activewear,"Classic Activewear - Color: Gray, Size: S",108.0,108,Fashion & Apparel,Activewear,Classic_Activewear_S,Gray,S,SKU-241-FA-ACT
242,Portable Activewear,"Portable Activewear - Color: Gray, Size: S",189.49,15,Fashion & Apparel,Activewear,Portable_Activewear_S,Gray,S,SKU-242-FA-ACT
243,Compact Formal Wear,"Compact Formal Wear - Color: Red, Size: L",148.49,88,Fashion & Apparel,Formal Wear,Compact_FormalWear_L,Red,L,SKU-243-FA-FOR
244,Ultra Bags & Backpacks,"Ultra Bags & Backpacks - Color: Green, Size: XL",66.99,128,Fashion & Apparel,Bags & Backpacks,Ultra_Bags&Backpacks_XL,Green,XL,SKU-244-FA-BAG
245,Portable Bags & Backpacks,"Portable Bags & Backpacks - Color: Black, Size: M",185.49,106,Fashion & Apparel,Bags & Backpacks,Portable_Bags&Backpacks_M,Black,M,SKU-245-FA-BAG
246,Deluxe Activewear,"Deluxe Activewear - Color: Gray, Size: L",10.0,147,Fashion & Apparel,Activewear,Deluxe_Activewear_L,Gray,L,SKU-246-FA-ACT
247,Pro Bags & Backpacks,"Pro Bags & Backpacks - Color: Green, Size: M",11.49,185,Fashion & Apparel,Bags & Backpacks,Pro_Bags&Backpacks_M,Green,M,SKU-247-FA-BAG
248,Ultra Dresses & Skirts,"Ultra Dresses & Skirts - Color: Blue, Size: XL",159.0,71,Fashion & Apparel,Dresses & Skirts,Ultra_Dresses&Skirts_XL,Blue,XL,SKU-248-FA-DRE
249,Compact Swimwear,"Compact Swimwear - Color: White, Size: S",120.49,199,Fashion & Apparel,Swimwear,Compact_Swimwear_S,White,S,SKU-249-FA-SWI
250,Advanced Bags & Backpacks,"Advanced Bags & Backpacks - Color: Blue, Size: XL",29.49,165,Fashion & Apparel,Bags & Backpacks,Advanced_Bags&Backpacks_XL,Blue,XL,SKU-250-FA-BAG
251,Compact Swimwear,"Compact Swimwear - Color: Red, Size: M",103.99,82,Fashion & Apparel,Swimwear,Compact_Swimwear_M,Red,M,SKU-251-FA-SWI
252,Deluxe Sneakers & Casual Shoes,"Deluxe Sneakers & Casual Shoes - Color: Red, Size: L",88.49,64,Fashion & Apparel,Sneakers & Casual Shoes,Deluxe_Sneakers&CasualShoes_L,Red,L,SKU-252-FA-SNE
253,Pro Formal Wear,"Pro Formal Wear - Color: Green, Size: S",70.0,147,Fashion & Apparel,Formal Wear,Pro_FormalWear_S,Green,S,SKU-253-FA-FOR
254,Premium Jeans & Trousers,"Premium Jeans & Trousers - Color: Black, Size: XL",10.49,135,Fashion & Apparel,Jeans & Trousers,Premium_Jeans&Trousers_XL,Black,XL,SKU-254-FA-JEA
255,Advanced Swimwear,"Advanced Swimwear - Color: White, Size: L",16.79,41,Fashion & Apparel,Swimwear,Advanced_Swimwear_L,White,L,SKU-255-FA-SWI
256,Classic Dresses & Skirts,"Classic Dresses & Skirts - Color: Black, Size: M",160.0,143,Fashion & Apparel,Dresses & Skirts,Classic_Dresses&Skirts_M,Black,M,SKU-256-FA-DRE
257,Premium Bags & Backpacks,"Premium Bags & Backpacks - Color: Red, Size: M",135.79,106,Fashion & Apparel,Bags & Backpacks,Premium_Bags&Backpacks_M,Red,M,SKU-257-FA-BAG
258,Portable T-Shirts & Tops,"Portable T-Shirts & Tops - Color: Gray, Size: M",110.49,136,Fashion & Apparel,T-Shirts & Tops,Portable_T-Shirts&Tops_M,Gray,M,SKU-258-FA-T-S
259,Compact Outerwear,"Compact Outerwear - Color: Black, Size: XL",54.49,124,Fashion & Apparel,Outerwear,Compact_Outerwear_XL,Black,XL,SKU-259-FA-OUT
260,Deluxe T-Shirts & Tops,"Deluxe T-Shirts & Tops - Color: Green, Size: S",75.99,164,Fashion & Apparel,T-Shirts & Tops,Deluxe_T-Shirts&Tops_S,Green,S,SKU-260-FA-T-S
261,Advanced Bags & Backpacks,"Advanced Bags & Backpacks - Color: Blue, Size: M",93.79,14,Fashion & Apparel,Bags & Backpacks,Advanced_Bags&Backpacks_M,Blue,M,SKU-261-FA-BAG
262,Premium Sneakers & Casual Shoes,"Premium Sneakers & Casual Shoes - Color: Blue, Size: S",91.0,37,Fashion & Apparel,Sneakers & Casual Shoes,Premium_Sneakers&CasualShoes_S,Blue,S,SKU-262-FA-SNE
263,Portable T-Shirts & Tops,"Portable T-Shirts & Tops - Color: Blue, Size: L",150.79,116,Fashion & Apparel,T-Shirts & Tops,Portable_T-Shirts&Tops_L,Blue,L,SKU-263-FA-T-S
264,Classic Dresses & Skirts,"Classic Dresses & Skirts - Color: Black, Size: M",86.49,40,Fashion & Apparel,Dresses & Skirts,Classic_Dresses&Skirts_M,Black,M,SKU-264-FA-DRE
265,Pro Swimwear,"Pro Swimwear - Color: Black, Size: S",144.99,182,Fashion & Apparel,Swimwear,Pro_Swimwear_S,Black,S,SKU-265-FA-SWI
266,Pro Accessories,"Pro Accessories - Color: Blue, Size: L",185.0,27,Fashion & Apparel,Accessories,Pro_Accessories_L,Blue,L,SKU-266-FA-ACC
267,Classic Formal Wear,"Classic Formal Wear - Color: Green, Size: L",111.99,127,Fashion & Apparel,Formal Wear,Classic_FormalWear_L,Green,L,SKU-267-FA-FOR
268,Classic Swimwear,"Classic Swimwear - Color: Gray, Size: XL",182.79,160,Fashion & Apparel,Swimwear,Classic_Swimwear_XL,Gray,XL,SKU-268-FA-SWI
269,Compact Jeans & Trousers,"Compact Jeans & Trousers - Color: Red, Size: S",128.79,187,Fashion & Apparel,Jeans & Trousers,Compact_Jeans&Trousers_S,Red,S,SKU-269-FA-JEA
270,Portable Accessories,"Portable Accessories - Color: Black, Size: M",123.99,39,Fashion & Apparel,Accessories,Portable_Accessories_M,Black,M,SKU-270-FA-ACC
271,Eco Sneakers & Casual Shoes,"Eco Sneakers & Casual Shoes - Color: Green, Size: M",106.79,100,Fashion & Apparel,Sneakers & Casual Shoes,Eco_Sneakers&CasualShoes_M,Green,M,SKU-271-FA-SNE
272,Pro Activewear,"Pro Activewear - Color: Black, Size: M",111.49,107,Fashion & Apparel,Activewear,Pro_Activewear_M,Black,M,SKU-272-FA-ACT
273,Ultra Activewear,"Ultra Activewear - Color: Gray, Size: M",183.49,190,Fashion & Apparel,Activewear,Ultra_Activewear_M,Gray,M,SKU-273-FA-ACT
274,Compact T-Shirts & Tops,"Compact T-Shirts & Tops - Color: Blue, Size: L",109.0,105,Fashion & Apparel,T-Shirts & Tops,Compact_T-Shirts&Tops_L,Blue,L,SKU-274-FA-T-S
275,Portable Sneakers & Casual Shoes,"Portable Sneakers & Casual Shoes - Color: Black, Size: S",134.99,61,Fashion & Apparel,Sneakers & Casual Shoes,Portable_Sneakers&CasualShoes_S,Black,S,SKU-275-FA-SNE
276,Ultra Formal Wear,"Ultra Formal Wear - Color: White, Size: S",75.49,55,Fashion & Apparel,Formal Wear,Ultra_FormalWear_S,White,S,SKU-276-FA-FOR
277,Deluxe T-Shirts & Tops,"Deluxe T-Shirts & Tops - Color: Green, Size: M",74.0,96,Fashion & Apparel,T-Shirts & Tops,Deluxe_T-Shirts&Tops_M,Green,M,SKU-277-FA-T-S
278,Compact T-Shirts & Tops,"Compact T-Shirts & Tops - Color: White, Size: S",11.79,74,Fashion & Apparel,T-Shirts & Tops,Compact_T-Shirts&Tops_S,White,S,SKU-278-FA-T-S
279,Portable Swimwear,"Portable Swimwear - Color: Blue, Size: L",109.0,187,Fashion & Apparel,Swimwear,Portable_Swimwear_L,Blue,L,SKU-279-FA-SWI
280,Compact Formal Wear,"Compact Formal Wear - Color: Blue, Size: M",176.0,128,Fashion & Apparel,Formal Wear,Compact_FormalWear_M,Blue,M,SKU-280-FA-FOR
281,Premium Sneakers & Casual Shoes,"Premium Sneakers & Casual Shoes - Color: Blue, Size: L",81.49,24,Fashion & Apparel,Sneakers & Casual Shoes,Premium_Sneakers&CasualShoes_L,Blue,L,SKU-281-FA-SNE
282,Ultra Dresses & Skirts,"Ultra Dresses & Skirts - Color: Red, Size: M",189.99,195,Fashion & Apparel,Dresses & Skirts,Ultra_Dresses&Skirts_M,Red,M,SKU-282-FA-DRE
283,Advanced T-Shirts & Tops,"Advanced T-Shirts & Tops - Color: Blue, Size: XL",139.79,98,Fashion & Apparel,T-Shirts & Tops,Advanced_T-Shirts&Tops_XL,Blue,XL,SKU-283-FA-T-S
284,Advanced Swimwear,"Advanced Swimwear - Color: Blue, Size: M",99.49,17,Fashion & Apparel,Swimwear,Advanced_Swimwear_M,Blue,M,SKU-284-FA-SWI
285,Ultra Formal Wear,"Ultra Formal Wear - Color: White, Size: L",25.79,179,Fashion & Apparel,Formal Wear,Ultra_FormalWear_L,White,L,SKU-285-FA-FOR
286,Eco Sneakers & Casual Shoes,"Eco Sneakers & Casual Shoes - Color: Black, Size: XL",60.79,164,Fashion & Apparel,Sneakers & Casual Shoes,Eco_Sneakers&CasualShoes_XL,Black,XL,SKU-286-FA-SNE
287,Premium Formal Wear,"Premium Formal Wear - Color: Red, Size: L",22.99,33,Fashion & Apparel,Formal Wear,Premium_FormalWear_L,Red,L,SKU-287-FA-FOR
288,Pro Dresses & Skirts,"Pro Dresses & Skirts - Color: Green, Size: L",27.0,31,Fashion & Apparel,Dresses & Skirts,Pro_Dresses&Skirts_L,Green,L,SKU-288-FA-DRE
289,Deluxe Outerwear,"Deluxe Outerwear - Color: Blue, Size: L",147.99,28,Fashion & Apparel,Outerwear,Deluxe_Outerwear_L,Blue,L,SKU-289-FA-OUT
290,Premium Accessories,"Premium Accessories - Color: Red, Size: S",118.0,25,Fashion & Apparel,Accessories,Premium_Accessories_S,Red,S,SKU-290-FA-ACC
291,Pro Jeans & Trousers,"Pro Jeans & Trousers - Color: Green, Size: M",105.79,74,Fashion & Apparel,Jeans & Trousers,Pro_Jeans&Trousers_M,Green,M,SKU-291-FA-JEA
292,Portable Dresses & Skirts,"Portable Dresses & Skirts - Color: Red, Size: M",80.0,47,Fashion & Apparel,Dresses & Skirts,Portable_Dresses&Skirts_M,Red,M,SKU-292-FA-DRE
